_id,batch_id,blockchain_hash,blockchain_time,created_at,dataset_1.predictions.class.Random Forest,dataset_1.predictions.class.XGBoost,dataset_1.predictions.class.SVM,dataset_1.predictions.class.KNN,dataset_1.predictions.class.MLP (Shallow),dataset_1.predictions.class.DNN (Deep),dataset_1.predictions.anomaly.Random Forest,dataset_1.predictions.anomaly.XGBoost,dataset_1.predictions.anomaly.SVM,dataset_1.predictions.anomaly.KNN,dataset_1.predictions.anomaly.MLP (Shallow),dataset_1.predictions.anomaly.DNN (Deep),dataset_2.predictions.class.Random Forest,dataset_2.predictions.class.XGBoost,dataset_2.predictions.class.SVM,dataset_2.predictions.class.KNN,dataset_2.predictions.class.MLP (Shallow),dataset_2.predictions.class.DNN (Deep),dataset_2.predictions.anomaly.Random Forest,dataset_2.predictions.anomaly.XGBoost,dataset_2.predictions.anomaly.SVM,dataset_2.predictions.anomaly.KNN,dataset_2.predictions.anomaly.MLP (Shallow),dataset_2.predictions.anomaly.DNN (Deep),measurements.batch,measurements.cond,measurements.ph,measurements.turb,measurements.temp,measurements.collected_time,measurements.device,predicted_time,real_anomaly,real_class
6a0d6b65c7fdd1c8900f89b3,ECODOBEM-00000020130,778dace98ff213ef3671561d8077257f56d18878b76b6b6b4316495b8825c37f,2026-05-20T04:05:57.517085,2026-05-20 16:05:57,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,4,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020130,1600.7,5.2,155.8,28.9,2026-5-20T16:05:55.000000,esp32-s3,2026-05-20T04:05:57.517085,1,5
6a0d6bbac7fdd1c8900f89b4,ECODOBEM-00000020131,08d8fff1c5aa0419b0555fee707479c46fbd6f0aeb542e3294c446b401013872,2026-05-20T04:07:21.779666,2026-05-20 16:07:22,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020131,1614.9,5.2,124.3,28.9,2026-5-20T16:07:19.000000,esp32-s3,2026-05-20T04:07:21.779666,1,5
6a0d6c0ec7fdd1c8900f89b5,ECODOBEM-00000020132,8a121214521299f767044855c222957d0cea7ebf7c1e5e8eab0d7b554349cd3b,2026-05-20T04:08:46.009212,2026-05-20 16:08:46,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020132,1618.8,5.2,109.4,29.1,2026-5-20T16:08:44.000000,esp32-s3,2026-05-20T04:08:46.009212,1,5
6a0d6c62c7fdd1c8900f89b6,ECODOBEM-00000020133,ab58dea63407eddc041fd85c88bbef787a9236026fec3d3a55be5ec7da226e5e,2026-05-20T04:10:10.226158,2026-05-20 16:10:10,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020133,1631.5,5.2,117.4,29.0,2026-5-20T16:10:08.000000,esp32-s3,2026-05-20T04:10:10.226158,1,5
6a0d6cb6c7fdd1c8900f89b7,ECODOBEM-00000020134,e186f217bf1770cae72fa3856e4a5357ab15ac4293cf1cb6deed2b4e83636751,2026-05-20T04:11:34.506552,2026-05-20 16:11:34,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020134,1642.9,5.2,122.8,29.1,2026-5-20T16:11:32.000000,esp32-s3,2026-05-20T04:11:34.506552,1,5
6a0d6d0bc7fdd1c8900f89b8,ECODOBEM-00000020135,40c891a1f5b794c0698c0cc42c8bb55b207c4a901c62cb695aaf1601cf62b683,2026-05-20T04:12:59.169976,2026-05-20 16:12:59,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020135,1650.5,5.2,111.0,29.1,2026-5-20T16:12:56.000000,esp32-s3,2026-05-20T04:12:59.169976,1,5
6a0d6d5fc7fdd1c8900f89b9,ECODOBEM-00000020136,baa955064d2b5df0328e34986ce46f152ea2bb2b76b11f088e3c40e3ee473bff,2026-05-20T04:14:22.978000,2026-05-20 16:14:23,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020136,1657.5,5.2,104.3,29.2,2026-5-20T16:14:21.000000,esp32-s3,2026-05-20T04:14:22.978000,1,5
6a0d6db3c7fdd1c8900f89ba,ECODOBEM-00000020137,1330c6122414e5a25fbe3fe4d9e91c235ba8bd16816a9cc53b041182e64c8ea0,2026-05-20T04:15:47.061478,2026-05-20 16:15:47,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020137,1668.1,5.2,106.1,29.1,2026-5-20T16:15:45.000000,esp32-s3,2026-05-20T04:15:47.061478,1,5
6a0d6e07c7fdd1c8900f89bb,ECODOBEM-00000020138,97984c6874d70a81dab226d0883a51d0ffc8b5fc38b6dd5cd419d43fc97f4e85,2026-05-20T04:17:11.364854,2026-05-20 16:17:11,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020138,1677.7,5.2,105.9,29.2,2026-5-20T16:17:09.000000,esp32-s3,2026-05-20T04:17:11.364854,1,5
6a0d6e5bc7fdd1c8900f89bc,ECODOBEM-00000020139,be3bf13b4632dec0e918fad9b57c6d77cea8ed5fa729afdcd73a738e1f4fc7af,2026-05-20T04:18:35.570475,2026-05-20 16:18:35,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020139,1683.2,5.2,103.3,29.3,2026-5-20T16:18:33.000000,esp32-s3,2026-05-20T04:18:35.570475,1,5
6a0d6eb0c7fdd1c8900f89bd,ECODOBEM-00000020140,aeb832be28b46f9b5ed53f1ab44d7293212e173404c8509240e1b9149bee1d2b,2026-05-20T04:19:59.867010,2026-05-20 16:20:00,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020140,1692.3,5.2,105.2,29.2,2026-5-20T16:19:57.000000,esp32-s3,2026-05-20T04:19:59.867010,1,5
6a0d6f04c7fdd1c8900f89be,ECODOBEM-00000020141,0be20ae099e9d54eb1930e5acdc1627a73d267f8b760e881f6d6f742a291e51a,2026-05-20T04:21:24.075127,2026-05-20 16:21:24,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020141,1696.4,5.2,103.4,29.3,2026-5-20T16:21:22.000000,esp32-s3,2026-05-20T04:21:24.075127,1,5
6a0d6f58c7fdd1c8900f89bf,ECODOBEM-00000020142,a87a3a689db028549577b2363f27063528f921bd44cfae56f28e8b001283d252,2026-05-20T04:22:48.247270,2026-05-20 16:22:48,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020142,1702.2,5.2,106.5,29.3,2026-5-20T16:22:46.000000,esp32-s3,2026-05-20T04:22:48.247270,1,5
6a0d6fadc7fdd1c8900f89c0,ECODOBEM-00000020143,678237cc32276a366bc72752fe683801003bce5404a97d27c751abf7ce718b2c,2026-05-20T04:24:12.588331,2026-05-20 16:24:12,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020143,1707.8,5.2,104.0,29.3,2026-5-20T16:24:10.000000,esp32-s3,2026-05-20T04:24:12.588331,1,5
6a0d7001c7fdd1c8900f89c1,ECODOBEM-00000020144,1a8c3f039a11825c87eaf81fdbee7199f0152ef86bb0b101ccc31af3cef60a25,2026-05-20T04:25:36.880044,2026-05-20 16:25:37,4,4,5,4,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,4,5,5,Anomaly,Anomaly,Anomaly,Normal,Anomaly,Anomaly,ECODOBEM-00000020144,1711.8,5.3,99.9,29.3,2026-5-20T16:25:34.000000,esp32-s3,2026-05-20T04:25:36.880044,1,5
6a0d7055c7fdd1c8900f89c2,ECODOBEM-00000020145,e642d71efa2f8fa4f32f91428e3c31ece699aa140e59a3b2f2310161ecef7aea,2026-05-20T04:27:01.034331,2026-05-20 16:27:01,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020145,1716.3,5.2,97.2,29.3,2026-5-20T16:26:59.000000,esp32-s3,2026-05-20T04:27:01.034331,1,5
6a0d70a9c7fdd1c8900f89c3,ECODOBEM-00000020146,7613352fcf877defa4f40f5802e50cb06934928e931d949e0e6563e3432ecb7c,2026-05-20T04:28:25.343939,2026-05-20 16:28:25,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,4,4,5,5,5,4,Normal,Normal,Anomaly,Anomaly,Anomaly,Normal,ECODOBEM-00000020146,1718.3,5.2,96.0,29.3,2026-5-20T16:28:23.000000,esp32-s3,2026-05-20T04:28:25.343939,1,5
6a0d70fec7fdd1c8900f89c4,ECODOBEM-00000020147,890434c02f0549af8eab7d5934f3c46a9c1b34581e706f0f662bb0081640c9ae,2026-05-20T04:29:49.579329,2026-05-20 16:29:49,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020147,1722.7,5.2,98.7,29.3,2026-5-20T16:29:47.000000,esp32-s3,2026-05-20T04:29:49.579329,1,5
6a0d7152c7fdd1c8900f89c5,ECODOBEM-00000020148,a6515402f533b43d8d42f59e995cdb4a03f9dbe6f50bdfeb3d09dd4124c8d300,2026-05-20T04:31:13.763487,2026-05-20 16:31:14,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020148,1725.4,5.2,95.0,29.4,2026-5-20T16:31:11.000000,esp32-s3,2026-05-20T04:31:13.763487,1,5
6a0d71a6c7fdd1c8900f89c6,ECODOBEM-00000020149,033702a68af55530ad042750aa7286fe24fdd4be1817f0c2bd5f885e269d5cac,2026-05-20T04:32:37.978876,2026-05-20 16:32:38,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020149,1731.4,5.2,95.1,29.3,2026-5-20T16:32:36.000000,esp32-s3,2026-05-20T04:32:37.978876,1,5
6a0d71fac7fdd1c8900f89c7,ECODOBEM-00000020150,858c4ef6ca2d9920f024ef958c608ef37b3ca33c2730497ccf80c75eda2281b7,2026-05-20T04:34:02.305470,2026-05-20 16:34:02,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020150,1735.3,5.2,95.4,29.3,2026-5-20T16:34:00.000000,esp32-s3,2026-05-20T04:34:02.305470,1,5
6a0d724ec7fdd1c8900f89c8,ECODOBEM-00000020151,a3ceb77ae7b69b69d134f4101fca04721ef022d96cc08f68095e7f680c82283e,2026-05-20T04:35:26.396384,2026-05-20 16:35:26,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020151,1736.2,5.2,83.3,29.3,2026-5-20T16:35:24.000000,esp32-s3,2026-05-20T04:35:26.396384,1,5
6a0d72a3c7fdd1c8900f89c9,ECODOBEM-00000020152,4ffdb10a74779ca970fc0642a7f9a6d45930bec34f326a7873915c82b2c60336,2026-05-20T04:36:50.687014,2026-05-20 16:36:50,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020152,1741.9,5.2,81.7,29.3,2026-5-20T16:36:48.000000,esp32-s3,2026-05-20T04:36:50.687014,1,5
6a0d72f7c7fdd1c8900f89ca,ECODOBEM-00000020153,3eee933a33c42e5dad2ce0de7e4cc740102306866b576eb7db21a7b6b6f0ceba,2026-05-20T04:38:15.015867,2026-05-20 16:38:15,4,4,5,5,5,5,Anomaly,Normal,Anomaly,Normal,Anomaly,Anomaly,5,5,5,5,5,5,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,Anomaly,ECODOBEM-00000020153,1744.7,5.2,79.8,29.3,2026-5-20T16:38:13.000000,esp32-s3,2026-05-20T04:38:15.015867,1,5
6a0d744cc7fdd1c8900f89cb,ECODOBEM-00000020155,031fe837ef6e1849839a17f5d624849ede8a800dd79c7e61d68b6a7d27cb6219,2026-05-20T04:43:56.555200,2026-05-20 16:43:56,3,3,3,3,3,3,Normal,Normal,Normal,Normal,Normal,Normal,3,3,3,5,3,3,Normal,Normal,Normal,Normal,Normal,Normal,ECODOBEM-00000020155,143.2,6.2,3.5,30.8,2026-5-20T16:43:54.000000,esp32-s3,2026-05-20T04:43:56.555200,0,3
6a0d74a1c7fdd1c8900f89cc,ECODOBEM-00000020156,3bc32e09cdf9ddcd25a36a17ba4f99b8f09e87ec136e3ecadd2888bfc519fba5,2026-05-20T04:45:20.795802,2026-05-20 16:45:21,3,3,3,3,3,3,Normal,Normal,Normal,Normal,Normal,Normal,3,3,3,3,3,3,Normal,Normal,Normal,Normal,Normal,Normal,ECODOBEM-00000020156,141.4,6.1,4.8,30.6,2026-5-20T16:45:18.000000,esp32-s3,2026-05-20T04:45:20.795802,0,3
6a0d74f5c7fdd1c8900f89cd,ECODOBEM-00000020157,996ef7271104b0a7fcf9777ccd0be972712618088ea0f19debd10307e7e75bd8,2026-05-20T04:46:45.075931,2026-05-20 16:46:45,3,3,3,3,3,3,Normal,Normal,Normal,Normal,Normal,Normal,3,3,3,5,3,3,Normal,Normal,Normal,Normal,Normal,Normal,ECODOBEM-00000020157,141.3,6.2,5.7,30.5,2026-5-20T16:46:42.000000,esp32-s3,2026-05-20T04:46:45.075931,0,3
6a0d7549c7fdd1c8900f89ce,ECODOBEM-00000020158,f0d5497418f1be207c8d9a65d9a019c834f5b158bebacbcdec1c9286b4f9669e,2026-05-20T04:48:09.320292,2026-05-20 16:48:09,3,3,3,3,3,3,Normal,Normal,Normal,Normal,Normal,Normal,3,3,3,5,3,3,Normal,Normal,Normal,Normal,Normal,Normal,ECODOBEM-00000020158,140.8,6.3,3.6,30.4,2026-5-20T16:48:07.000000,esp32-s3,2026-05-20T04:48:09.320292,0,3
6a0d759dc7fdd1c8900f89cf,ECODOBEM-00000020159,af08195347d6904a55fecc5deefd0557640d65510310c9284eb3ab1db96bdd2a,2026-05-20T04:49:33.496680,2026-05-20 16:49:33,3,3,3,5,3,3,Normal,Normal,Normal,Normal,Normal,Normal,3,3,3,1,3,3,Normal,Normal,Normal,Normal,Normal,Normal,ECODOBEM-00000020159,141.6,6.4,3.1,30.4,2026-5-20T16:49:31.000000,esp32-s3,2026-05-20T04:49:33.496680,0,3
6a0d75f2c7fdd1c8900f89d0,ECODOBEM-00000020160,38c1e2e81b0d4424d3acde95a5392c0646912e30c47521fdebe6f2bc377cccaa,2026-05-20T04:50:57.826071,2026-05-20 16:50:58,3,3,3,3,3,3,Normal,Normal,Normal,Normal,Normal,Normal,3,3,3,3,4,4,Normal,Normal,Normal,Normal,Normal,Normal,ECODOBEM-00000020160,141.9,6.4,2.1,30.3,2026-5-20T16:50:55.000000,esp32-s3,2026-05-20T04:50:57.826071,0,3
6a0d7646c7fdd1c8900f89d1,ECODOBEM-00000020161,af09d9f9005badc02c3cd99b0188ec5aaf41dcb3af7e7ee25296d7712af32422,2026-05-20T04:52:22.080686,2026-05-20 16:52:22,1,1,1,1,1,1,Normal,Normal,Normal,Normal,Normal,Normal,1,3,5,5,1,1,Normal,Normal,Normal,Anomaly,Normal,Normal,ECODOBEM-00000020161,142.2,6.5,0.6,30.3,2026-5-20T16:52:19.000000,esp32-s3,2026-05-20T04:52:22.080686,0,1
6a0d769ac7fdd1c8900f89d2,ECODOBEM-00000020162,e37e2e0e6e2e26eb9fd789c0fd7bc9cae83ffc4f773fa44da9cdf036ca81364c,2026-05-20T04:53:46.331003,2026-05-20 16:53:46,1,1,1,1,1,1,Normal,Normal,Normal,Normal,Normal,Normal,1,3,1,5,2,1,Normal,Normal,Normal,Normal,Normal,Normal,ECODOBEM-00000020162,143.2,6.5,1.0,30.3,2026-5-20T16:53:44.000000,esp32-s3,2026-05-20T04:53:46.331003,0,1
6a0d76eec7fdd1c8900f89d3,ECODOBEM-00000020163,2d56d7041a4d25e77c41d0e94cb5944d8fc33034a905b2608ee5a92dbd9d2768,2026-05-20T04:55:10.475707,2026-05-20 16:55:10,1,1,1,1,1,1,Normal,Normal,Normal,Normal,Normal,Normal,1,3,5,5,1,1,Normal,Normal,Normal,Anomaly,Normal,Normal,ECODOBEM-00000020163,142.2,6.5,1.5,30.3,2026-5-20T16:55:08.000000,esp32-s3,2026-05-20T04:55:10.475707,0,1
6a0d7743c7fdd1c8900f89d4,ECODOBEM-00000020164,e6262d0979f5d1aea2f466c3caa161d89220a89ff7c9be629b293e0b23d2a12e,2026-05-20T04:56:34.829235,2026-05-20 16:56:35,1,1,1,1,1,1,Normal,Normal,Normal,Normal,Normal,Normal,1,3,1,5,2,1,Normal,Normal,Normal,Anomaly,Normal,Normal,ECODOBEM-00000020164,142.1,6.5,1.4,30.2,2026-5-20T16:56:32.000000,esp32-s3,2026-05-20T04:56:34.829235,0,1
6a0d7797c7fdd1c8900f89d5,ECODOBEM-00000020165,d7843ca7e1d983c4874bdefb37f05971c3ae10310257200f556e2fc0214d2ca6,2026-05-20T04:57:59.024603,2026-05-20 16:57:59,1,1,1,1,1,1,Normal,Normal,Normal,Normal,Normal,Normal,1,3,1,5,1,1,Normal,Normal,Normal,Anomaly,Normal,Normal,ECODOBEM-00000020165,141.9,6.5,1.1,30.2,2026-5-20T16:57:56.000000,esp32-s3,2026-05-20T04:57:59.024603,0,1
6a0d77ebc7fdd1c8900f89d6,ECODOBEM-00000020166,161f5149d967b1ad70b17283a9faab8b9c5266674c3afaea9b8960800891e780,2026-05-20T04:59:23.362548,2026-05-20 16:59:23,1,1,1,1,1,1,Normal,Normal,Normal,Normal,Normal,Normal,1,3,1,5,2,1,Normal,Normal,Normal,Anomaly,Normal,Normal,ECODOBEM-00000020166,141.8,6.5,3.6,30.1,2026-5-20T16:59:21.000000,esp32-s3,2026-05-20T04:59:23.362548,0,1
6a0d783fc7fdd1c8900f89d7,ECODOBEM-00000020167,5cb8262f9cc84cabaac36b9befe865c5c0fde07c20019e8140e83f40ca9607f2,2026-05-20T05:00:47.579152,2026-05-20 17:00:47,1,1,1,1,1,1,Normal,Normal,Normal,Normal,Normal,Normal,1,3,1,5,2,1,Normal,Normal,Normal,Anomaly,Normal,Normal,ECODOBEM-00000020167,141.4,6.5,1.3,30.1,2026-5-20T17:00:45.000000,esp32-s3,2026-05-20T05:00:47.579152,0,1
6a0d7894c7fdd1c8900f89d8,ECODOBEM-00000020168,8dfeb783532d2d72a087e5b072dcddb720c39916d715337bfa7a463c371931e5,2026-05-20T05:02:11.801155,2026-05-20 17:02:12,1,1,1,1,1,1,Normal,Normal,Normal,Normal,Normal,Normal,1,3,1,5,1,1,Normal,Normal,Normal,Anomaly,Normal,Normal,ECODOBEM-00000020168,141.8,6.5,3.9,30.0,2026-5-20T17:02:09.000000,esp32-s3,2026-05-20T05:02:11.801155,0,1
6a0d797cc7fdd1c8900f89d9,ECODOBEM-00000020170,e8815df0cf30db3d5f4fb30124f1ccd8133c3e5100bff5f0c981ede1afc4e12d,2026-05-20T05:06:03.663695,2026-05-20 17:06:03,3,3,3,3,3,3,Normal,Normal,Normal,Normal,Normal,Normal,3,3,3,2,3,3,Normal,Normal,Normal,Normal,Normal,Normal,ECODOBEM-00000020170,143.3,6.4,43.0,30.1,2026-5-20T17:06:02.000000,esp32-s3,2026-05-20T05:06:03.663695,0,3
6a0d79d0c7fdd1c8900f89da,ECODOBEM-00000020171,bc3541a5f6331942c13eee67589842eed43800a910e6f101c36528d186414af0,2026-05-20T05:07:27.893970,2026-05-20 17:07:28,3,3,3,3,3,3,Normal,Normal,Normal,Normal,Normal,Normal,3,3,2,2,3,3,Normal,Normal,Normal,Normal,Normal,Normal,ECODOBEM-00000020171,142.0,6.4,45.4,29.9,2026-5-20T17:07:26.000000,esp32-s3,2026-05-20T05:07:27.893970,0,3
6a0d7a24c7fdd1c8900f89db,ECODOBEM-00000020172,93086cc19f8ed9bcc4700d6df910dae3d19e6bac8616b6d18397a88601294c90,2026-05-20T05:08:52.185246,2026-05-20 17:08:52,3,3,3,3,3,3,Normal,Normal,Normal,Normal,Normal,Normal,3,3,3,2,2,3,Normal,Normal,Normal,Normal,Normal,Normal,ECODOBEM-00000020172,143.0,6.4,45.1,29.9,2026-5-20T17:08:50.000000,esp32-s3,2026-05-20T05:08:52.185246,0,3
6a0d7a78c7fdd1c8900f89dc,ECODOBEM-00000020173,b07f6063043e6e9d8727547fe36e2e95c3d225a0f12a21a57df040ab0c709065,2026-05-20T05:10:16.562697,2026-05-20 17:10:16,3,3,3,3,3,3,Normal,Normal,Normal,Normal,Normal,Normal,3,3,3,2,2,3,Normal,Normal,Normal,Normal,Normal,Normal,ECODOBEM-00000020173,142.5,6.4,40.9,29.9,2026-5-20T17:10:15.000000,esp32-s3,2026-05-20T05:10:16.562697,0,3
